UG;Kd-Nr.;Name;PLZ;Ort;VVJ;VJ;AJ;VK;VT;Gruppe;UK;P;SP 1;SP 2;letzter Besuch;letztes Telefonat
224;601.580;apick;;Stuttgart;5259,938695;1524,239164;33,77226982;;;;;;;;;
161;601.583;pwcjmx;;Fredenbeck;2595,00646;5622,369975;1223,885504;;;;;;;;;
224;601.583;pwcjmx;;Süßen;2263,844882;2029,321236;194,6383373;;;;;;;;;
224;600.920;rnegksfb;;Dorsten;3527,833241;5821,706691;806,8881756;;;;;;;;;
224;600.931;acptuudia;;Hamburg;2629,787382;2286,977705;1113,321003;;;;;;;;;
224;601.022;ajcminlnncdve;;Hannover;199,8034493;1991,796509;2383,075034;;;;;;;;;
331;601.022;ajcminlnncdve;;Brakel;675,7744683;1942,236142;2745,298129;;;;;;;;;
341;601.022;ajcminlnncdve;;Forstern;3426,941874;71,96769402;0,036818889;;;;;;;;;
331;601.024;ujoeesenveqpi;;Sersheim;3077,689238;1256,780512;1844,562597;;;;;;;;;
201;601.061;ayvcxvvmkq;;;1472,925643;2323,060515;1179,60735;;;;;;;;;
224;601.061;ayvcxvvmkq;;München;1072,965836;1044,134475;628,7688521;;;;;;;;;
331;601.070;zmypimuycixqknrvnp;;Wolfhagen;1972,970271;2547,711946;145,9369653;;;;;;;;;
161;601.073;iniopghigzpij;;Osterode;2441,095742;695,9210977;4191,846114;;;;;;;;;
224;601.073;iniopghigzpij;;22 Almaty;525,1929311;1146,605986;283,5258539;;;;;;;;;
311;601.073;iniopghigzpij;;Magdeburg;1120,413028;433,3198637;1444,226224;;;;;;;;;
224;601.108;uyrmfgukoaily;;Bielefeld;599,7308366;4677,072701;409,6348974;;;;;;;;;
241;601.135;coqotaatdsisypgkzn;;Hagen;5053,656289;1200,21219;1476,13812;;;;;;;;;
331;601.204;lptsqbtrlek;;Celle;4391,539491;3172,111499;3587,726735;;;;;;;;;
161;601.250;#NV;;Mönchengladbach;722,8024046;7704,42564;1312,356553;;;;;;;;;
224;601.250;#NV;;Freital;811,5664305;2054,532782;2178,016901;;;;;;;;;
331;601.260;gcvtrwruthdllg;;Bad Nenndorf;2034,634733;1474,876023;3085,305451;;;;;;;;;
161;601.306;t;;Uplengen;1783,02197;1014,035265;678,6728199;;;;;;;;;
224;601.306;t;;Göttingen;1825,281451;1494,315992;3753,530239;;;;;;;;;
161;601.317;bqkmjqr;;Hamburg;6827,728635;4462,911022;1238,959287;;;;;;;;;
224;601.317;bqkmjqr;;Homburg;2362,460431;7064,200323;271,8189142;;;;;;;;;
201;601.383;delvnbvqwymfisrnrs;;Engelskirchen;873,2494752;527,5752626;1048,86717;;;;;;;;;
224;601.026;cyibnaxnaqtkfrmxvu;;Neuss;64,40934477;2213,876364;2176,842265;;;;;;;;;
301;601.026;cyibnaxnaqtkfrmxvu;;Kaarst;1066,522427;1839,199278;2557,427943;;;;;;;;;
311;601.044;vrnpchljklbybct;;Düsseldorf;1357,695922;1113,991055;383,0346263;;;;;;;;;
224;601.050;rbqhksmsjxwwstu;;Hamburg;3505,552997;1516,261656;2076,505169;;;;;;;;;
201;601.053;tnskufe;;Oldenburg;2202,102714;389,141687;64,11533612;;;;;;;;;
224;601.058;ztmaehet;;Erlangen;4167,860414;225,7865571;7817,788826;;;;;;;;;
224;601.004;lbzrflhq;;Bremen;114,687071;547,3659653;2174,373733;;;;;;;;;
331;601.008;dagvnx;;Wasserburg;1611,652279;526,8155684;1082,848532;;;;;;;;;
224;601.142;oxwuewudjniymeh;;Bovenden;2490,270619;6371,307599;977,2435618;;;;;;;;;
331;601.142;oxwuewudjniymeh;;Freudenstadt;854,9012934;27,37846936;228,3580155;;;;;;;;;
331;600.741;abausb;;Bremen;1555,856121;7918,509445;1435,511049;;;;;;;;;
351;600.741;abausb;;Fulda;3545,026137;4204,55704;479,2108896;;;;;;;;;
201;600.752;skijjpjmahdqwiqf;;Wilhelmshaven;181,5106927;469,3320021;3766,548913;;;;;;;;;
351;600.752;skijjpjmahdqwiqf;;Amelinghausen;322,1483207;576,3692072;1882,587765;;;;;;;;;
123;600.754;dukzqsxw;;Viersen;1642,479891;2326,153129;745,9324761;;;;;;;;;
161;600.754;dukzqsxw;;Hamburg;2314,30021;2724,004458;3038,037862;;;;;;;;;
224;600.754;dukzqsxw;;Bremen;1902,912459;4590,923487;998,2355634;;;;;;;;;
225;600.754;dukzqsxw;;Kiev;686,9206298;4183,682579;2985,161614;;;;;;;;;
141;600.775;pomhoodsa;;Valencia;5815,03026;1836,166773;4124,542665;;;;;;;;;
161;600.775;pomhoodsa;;Berlin;17,25192668;584,6213005;203,5433957;;;;;;;;;
224;600.775;pomhoodsa;;Veitshöchheim;1404,252743;2627,473873;21,97796902;;;;;;;;;
331;600.775;pomhoodsa;;Geisenfeld;692,2148845;1917,308549;1858,044244;;;;;;;;;
201;600.777;mwqonwuxamgbum;;Grebenstein;4517,419256;-28,74421536;317,3543455;;;;;;;;;
224;600.665;nhkyjrtyldiylv;;Brühl;542,6957907;1791,148292;5256,639598;;;;;;;;;
331;600.665;nhkyjrtyldiylv;;Breitenberg;3001,705091;1537,787341;611,3704625;;;;;;;;;
224;600.676;fpoyomtxyenitlxygw;;Göppingen;1119,820888;5891,036161;2619,241484;;;;;;;;;
121;600.677;pburzte;;Würzburg;613,0247051;1382,615213;913,7315363;;;;;;;;;
224;600.721;p;;Marsberg;4149,853651;1478,527234;699,4141048;;;;;;;;;
241;600.721;p;;Bremen;868,8297642;3941,03618;954,2962508;;;;;;;;;
331;600.721;p;;Düsseldorf;298,5970119;1719,176049;1916,148788;;;;;;;;;
224;600.777;mwqonwuxamgbum;;Mendig;680,5481451;390,0992098;1598,529185;;;;;;;;;
224;600.722;vcijcdzvhbhbtlrlyi;;Augsburg;108,8530584;5666,230489;500,5309236;;;;;;;;;
331;600.722;vcijcdzvhbhbtlrlyi;;Goslar;3445,725967;1277,420122;5124,565405;;;;;;;;;
224;600.728;vphkiegxhulauv;;Leverkusen;3552,963168;4535,081361;2095,598176;;;;;;;;;
161;600.741;abausb;;Reisbach;586,4773191;1912,055013;4057,518224;;;;;;;;;
223;600.741;abausb;;Northeim;581,3207811;1881,409034;3481,470307;;;;;;;;;
224;600.741;abausb;;Treuen;1953,537036;990,9967532;3351,264467;;;;;;;;;
161;600.793;fvtxdzrshjgfohmepp;;Seevetal;967,5870653;167,6255108;311,0094232;;;;;;;;;
201;600.793;fvtxdzrshjgfohmepp;;Diepholz;955,1677583;1360,052957;1586,664397;;;;;;;;;
224;600.793;fvtxdzrshjgfohmepp;;Terlano (BZ);259,5723858;439,0822682;1144,523612;;;;;;;;;
103;600.794;fp;;Bamberg;3229,058134;201,825857;4205,06695;;;;;;;;;
121;600.794;fp;;Nördlingen;752,6722085;884,2769086;806,4819025;;;;;;;;;
123;600.794;fp;;Moringen;1180,856014;22,77050945;168,5056459;;;;;;;;;
161;600.794;fp;;Böblingen;2125,176012;3015,556558;1417,287781;;;;;;;;;
201;600.794;fp;;Öhringen;6827,511181;1745,017749;202,4448977;;;;;;;;;
224;600.794;fp;;Dortmund;2145,209387;177,1486521;789,8636793;;;;;;;;;
224;600.815;evyzhurdbbcbrh;;Dietenhofen;3574,076773;732,5256961;2954,013487;;;;;;;;;
331;600.815;evyzhurdbbcbrh;;Eschwege;3680,66933;613,8145618;414,8902561;;;;;;;;;
331;600.822;fqkaycf;;Beilstein;88,21747686;806,0614113;2225,837165;;;;;;;;;
102;600.826;wdxvo;;Hochheim;2049,416163;1668,785815;1331,79686;;;;;;;;;
121;600.826;wdxvo;;Augsburg;1404,886644;4,11075169;3845,486484;;;;;;;;;
123;600.826;wdxvo;;Wartenberg;514,765374;1994,404766;2945,484066;;;;;;;;;
141;600.826;wdxvo;;Hammelburg;695,119898;2956,828656;3463,36408;;;;;;;;;
225;600.826;wdxvo;;GR ZEIST;446,4065255;3585,20191;33,13572908;;;;;;;;;
161;600.829;hzuvxyqassvar;;Hamburg;9,946870405;5696,118267;5557,940354;;;;;;;;;
224;600.829;hzuvxyqassvar;;Bad Zwischenahn;245,7595122;505,7490807;442,1269745;;;;;;;;;
161;600.833;jfwga;;Buchholz;2499,672275;6380,076358;6034,006999;;;;;;;;;
223;600.833;jfwga;;Amelinghausen;2172,434208;1696,757852;1812,330653;;;;;;;;;
224;600.833;jfwga;;Kastl;2498,488708;3254,159455;2867,77286;;;;;;;;;
311;600.833;jfwga;;Philippsthal;7620,902766;5105,582595;1228,913617;;;;;;;;;
331;600.839;lkjtsvxxywmuzlwtdl;;Esslingen;1858,358598;4518,730734;492,7184718;;;;;;;;;
224;600.845;dfmfladzdu;;Schiffweiler;162,722305;3666,084219;5554,49131;;;;;;;;;
121;600.871;aymiohrknmugjklykb;;Kolbermoor;836,687297;585,0476602;1729,131018;;;;;;;;;
225;600.871;aymiohrknmugjklykb;;Euskirchen;1287,565252;5877,978162;5073,625428;;;;;;;;;
331;600.871;aymiohrknmugjklykb;;Essen;5989,755892;854,0833608;618,746429;;;;;;;;;
224;600.894;wsboaqezjmjgf;;Dülmen;3870,74295;1286,924022;1341,813907;;;;;;;;;
311;600.894;wsboaqezjmjgf;;Leipzig;2940,242901;1734,82719;780,5562187;;;;;;;;;
222;600.899;zvppezutyzeqcw;;Düren;1045,222119;1028,248035;1544,100842;;;;;;;;;
161;600.905;uvusqvkckziqybbyfi;;Weißenburg;405,3882566;382,8256287;1212,908589;;;;;;;;;
201;600.905;uvusqvkckziqybbyfi;;Barsinghausen;3590,981397;404,8418159;1449,638196;;;;;;;;;
224;600.905;uvusqvkckziqybbyfi;;Remshalden;2909,503965;1469,262499;280,8378404;;;;;;;;;
331;600.905;uvusqvkckziqybbyfi;;Griesbach;225,8703433;5137,049322;3372,558161;;;;;;;;;
225;600.961;gwmabk;;Essen;3371,831442;3615,996523;963,085439;;;;;;;;;
301;600.961;gwmabk;;Neustadt;1498,290119;4833,934391;6245,691025;;;;;;;;;
121;600.976;xxfrzkwvpndc;;Uelzen;956,5704927;555,8550932;145,8407512;;;;;;;;;
161;600.976;xxfrzkwvpndc;;Kehl;1869,712086;2430,515533;1136,12831;;;;;;;;;
201;600.976;xxfrzkwvpndc;;Magdeburg;92,69807356;5042,502968;3980,743597;;;;;;;;;
214;600.976;xxfrzkwvpndc;;Fürstenberg;451,6040631;5310,646313;1442,139104;;;;;;;;;
161;600.978;cvvc;;München;1184,934814;196,8233182;4043,727231;;;;;;;;;
224;600.978;cvvc;;Erftstadt;1280,604564;6135,371504;82,01278352;;;;;;;;;
123;600.995;rgqffph;;Beilstein;678,6628997;683,8019904;2525,687738;;;;;;;;;
311;600.995;rgqffph;;Bayreuth;166,198821;2496,458873;625,8956269;;;;;;;;;
121;331.198;lnofaemxmlcudxrvg;;Düsseldorf;7706,940105;291,7142073;2300,765011;;;;;;;;;
141;331.198;lnofaemxmlcudxrvg;;Bochum;1055,436404;842,4780276;6004,743336;;;;;;;;;
171;331.198;lnofaemxmlcudxrvg;;Arnsberg;1398,255176;2210,893561;4325,811034;;;;;;;;;
123;331.218;sb;;Edermünde;1523,227157;7205,749476;1875,952906;;;;;;;;;
181;331.198;lnofaemxmlcudxrvg;;Hanau;2272,771875;3097,728858;1606,426244;;;;;;;;;
213;331.198;lnofaemxmlcudxrvg;;Kassel;717,2501525;982,888242;2865,722528;;;;;;;;;
225;331.198;lnofaemxmlcudxrvg;;Mülheim an der Ruhr;2676,512423;1092,168649;118,1463004;;;;;;;;;
354;331.198;lnofaemxmlcudxrvg;;Mering;41,61038056;5324,126017;797,0286602;;;;;;;;;
161;331.214;bngjtjhlfsexzgny;;Oldenburg;5423,090129;2460,570886;3119,586687;;;;;;;;;
224;331.214;bngjtjhlfsexzgny;;Bautzen;132,2441821;362,7735596;2889,48584;;;;;;;;;
102;331.218;sb;;Köln;2052,07657;237,8527581;74,11898675;;;;;;;;;
111;331.224;xrtsnaagcslweca;;Surulere, Lagos;919,2641985;3294,892226;882,8343435;;;;;;;;;
123;331.224;xrtsnaagcslweca;;Wiesbaden;872,6512359;390,2915012;2605,206567;;;;;;;;;
223;331.218;sb;;Seegebiet Mansfelder Land;144,8867171;933,1167163;499,0184145;;;;;;;;;
224;331.218;sb;;Hamm;1178,550757;1818,748446;239,9237692;;;;;;;;;
225;331.218;sb;;Erftstadt;1412,024697;80,83937378;3053,790596;;;;;;;;;
191;331.218;sb;;310 Blumenau-SC;663,0023756;77,19645906;2412,031162;;;;;;;;;
212;331.218;sb;;Schönebeck;121,1145373;2019,545791;3510,831384;;;;;;;;;
141;331.224;xrtsnaagcslweca;;Weißwasser;271,3594051;7287,243462;440,3556281;;;;;;;;;
191;331.224;xrtsnaagcslweca;;Oberursel;6544,303184;449,4971287;197,4780067;;;;;;;;;
323;331.247;j;;Düsseldorf;2286,264247;8185,474299;1728,63108;;;;;;;;;
121;331.263;juy;;Orpington Kent BR 5 3AQ;5971,227458;1612,805562;2927,429389;;;;;;;;;
201;331.247;j;;München;2723,897211;2797,749616;3987,837734;;;;;;;;;
225;331.247;j;;Büdingen;259,9266339;3399,549298;1029,93974;;;;;;;;;
161;331.263;juy;;München;2148,843198;4837,87585;4466,468519;;;;;;;;;
224;331.263;juy;;Büdingen;4348,826433;3555,979927;84,68692396;;;;;;;;;
224;331.282;lvgzzh;;Duisburg-Homberg;1510,709013;144,7331403;6650,626864;;;;;;;;;
225;331.282;lvgzzh;;Bayreuth;3496,106229;281,1721126;1004,531635;;;;;;;;;
121;331.294;gvmzxzeyckz;;Brakel;975,0028284;474,6112604;1140,791363;;;;;;;;;
131;331.294;gvmzxzeyckz;;Wöllstadt;1597,036124;2970,867593;3150,517218;;;;;;;;;
141;331.294;gvmzxzeyckz;;Köln;4859,527204;780,1103861;1691,181708;;;;;;;;;
232;331.294;gvmzxzeyckz;;Remscheid;44,84843109;3319,683342;3798,662739;;;;;;;;;
201;331.294;gvmzxzeyckz;;Bad Kreuznach;4382,179264;3304,382615;557,8826838;;;;;;;;;
223;331.294;gvmzxzeyckz;;Lohmar;3637,040749;2964,613282;2401,63531;;;;;;;;;
224;331.294;gvmzxzeyckz;;Bischofswerda;16089,71611;664,494365;3954,629818;;;;;;;;;
225;331.294;gvmzxzeyckz;;Schorndorf;5472,406529;13,27097205;2978,91661;;;;;;;;;
225;331.299;rbp;;Minden;6472,28322;549,2319514;2594,804262;;;;;;;;;
191;331.299;rbp;;Bielefeld;3301,914718;581,0213199;1077,648448;;;;;;;;;
311;331.299;rbp;;Lutherstadt Eisleben;169,2219611;518,2940349;1202,706144;;;;;;;;;
321;420.355;hsx;;Moers;2711,157679;755,7257746;1483,507187;;;;;;;;;
351;420.371;bjfiuchgnl;;Braunschweig;242,1778131;930,4548643;4600,74835;;;;;;;;;
201;420.385;xagalsalfawjlbfy;;Strausberg;171,4440735;5255,32454;264,0397568;;;;;;;;;
121;331.325;bata;;Mönchengladbach;2850,135871;2570,437206;575,3760304;;;;;;;;;
131;331.325;bata;;Remagen;737,506092;1054,318946;4281,65672;;;;;;;;;
351;420.350;ytdxvafqxxiasaoxtx;;Stockach;1924,920632;443,3727989;46,90075162;;;;;;;;;
223;331.299;rbp;;Kerken;437,1721936;737,9836297;1869,347596;;;;;;;;;
161;331.299;rbp;;Fulda;1469,678179;3852,748171;1962,571178;;;;;;;;;
172;331.299;rbp;;Straubing;143,307;614,1828269;143,6276981;;;;;;;;;
236;331.294;gvmzxzeyckz;;Oststeinbeck;1848,327511;4549,680157;629,6566651;;;;;;;;;
331;331.294;gvmzxzeyckz;;Frankfurt;3431,357079;432,4336153;3168,989578;;;;;;;;;
201;420.409;y;;Olching;153,3510074;3733,090955;2507,014754;;;;;;;;;
331;423.336;upjtdawpqaev;;Neckarsulm;2582,22795;578,8238582;4166,695106;;;;;;;;;
161;423.477;dwmwchdevxjscv;;Herne;1269,972296;4635,734443;584,4508516;;;;;;;;;
224;423.477;dwmwchdevxjscv;;Westerstede;195,7894339;616,8200666;3234,227989;;;;;;;;;
201;423.486;zaryltabfofgtvluz;;Detmold;554,5893607;269,6041996;2546,261057;;;;;;;;;
331;423.486;zaryltabfofgtvluz;;Schauenburg;4130,930003;2855,646665;4631,674032;;;;;;;;;
331;423.520;twgzxshn;;Grafing;479,4538976;348,3949197;484,0113649;;;;;;;;;
322;423.584;legimxurfwqualwki;;Overath;1636,464667;2528,993767;20,62145881;;;;;;;;;
201;423.680;clpflrjoxqom;;Hamburg;5227,639561;948,7229679;1016,376778;;;;;;;;;
331;425.620;zulihvpzvfbycx;;Alfter-Witterschlick;824,950311;3100,525982;1183,848469;;;;;;;;;
111;425.624;qjonexb;;Straelen;144,4812764;373,5108095;742,8831059;;;;;;;;;
141;425.624;qjonexb;;Berlin;2271,879732;6454,07879;1433,395902;;;;;;;;;
201;425.624;qjonexb;;Dresden;746,6621823;1399,830564;1941,984988;;;;;;;;;
212;425.624;qjonexb;;Eslohe;4097,464969;1101,40761;1378,971022;;;;;;;;;
323;425.624;qjonexb;;Goslar;667,2214917;3582,027003;2447,474175;;;;;;;;;
301;425.638;heqio;;Dermbach;2765,232668;823,7694602;6695,730941;;;;;;;;;
331;425.641;uktgkteagwqgeatj;;Weisen;2627,026321;1037,532956;196,0919099;;;;;;;;;
331;425.642;jzplxstmtp;;Ostfildern;1064,900339;740,8846029;742,9391526;;;;;;;;;
323;452.573;pvkxou;;Kassel;1022,311588;55,2753312;247,1731112;;;;;;;;;
351;452.573;pvkxou;;Hannover;1708,76481;2830,421355;4896,15751;;;;;;;;;
331;452.576;ibnsexbguhdhh;;Düsseldorf;771,8656634;1190,483292;0;;;;;;;;;
123;452.597;sqywgvibscajamp;;Kassel;10,30453732;89,5415409;1737,696329;;;;;;;;;
225;452.597;sqywgvibscajamp;;Wien;6831,945833;1150,693868;4860,753251;;;;;;;;;
201;452.598;ikhcoadvrsyfz;;Hof;4501,498071;2758,083274;1405,124996;;;;;;;;;
201;452.610;jydidttxaiufx;;Sinzig;390,3993292;4455,654946;1442,189995;;;;;;;;;
331;452.610;jydidttxaiufx;;Herford;2181,317056;2491,617608;158,4341709;;;;;;;;;
331;452.619;b;;Naumburg;552,3775009;384,768578;1623,719849;;;;;;;;;
331;452.621;qvhiqzutlzvyqycv;;Wiesbaden;1018,306892;2212,965238;4458,130216;;;;;;;;;
201;452.623;qulakxoyx;;Viernheim;5502,083824;2443,033904;3927,172783;;;;;;;;;
331;452.626;xycpwjhwji;;Limburg;1872,608159;3310,060374;734,3619451;;;;;;;;;
225;452.633;hfjefzso;;LB Hoorn NH;979,0911059;497,7765826;3561,564128;;;;;;;;;
331;452.633;hfjefzso;;Bremen;1730,191635;1959,364861;2843,178527;;;;;;;;;
351;452.634;zylwtzdqdrjsv;;Bornheim;4291,071094;1622,706188;2065,49083;;;;;;;;;
224;600.533;wlbgcnep;;Lengede;101,218938;134,8756413;5082,359301;;;;;;;;;
224;600.249;zctwhstsdmst;;Kandel;1311,741442;2249,510507;1453,97818;;;;;;;;;
225;600.249;zctwhstsdmst;;München;1466,20099;3864,41349;1158,720453;;;;;;;;;
224;600.402;b;;Mönchengladbach;927,8403285;1194,620624;3304,936035;;;;;;;;;
181;600.415;pi;;Cadolzburg;468,6807696;5875,505036;597,1894397;;;;;;;;;
141;600.439;gxvmtsutgx;;Stuttgart;1870,143141;2653,853117;236,2217473;;;;;;;;;
161;600.550;gkecgzfn;;Erlangen;850,7181911;2628,803994;6108,51685;;;;;;;;;
224;600.550;gkecgzfn;;Cham;4324,639508;1534,422109;6723,254693;;;;;;;;;
224;600.662;hfcbpyhmp;;95 Taschkent;43,38261762;7163,93881;617,8237471;;;;;;;;;
201;600.594;wckgtxziwpd;;Diemelsee;1399,106187;84,97104826;2620,244632;;;;;;;;;
224;600.594;wckgtxziwpd;;Mainleus;1028,980873;564,867645;10,14648054;;;;;;;;;
321;600.594;wckgtxziwpd;;Worms;1409,495228;78,40927567;1047,499472;;;;;;;;;
331;600.594;wckgtxziwpd;;Barteheide;221,7005094;3626,833966;144,18154;;;;;;;;;
161;600.597;fgfcykkncmisnlvy;;Mühlheim;640,7610578;4032,425511;2354,524674;;;;;;;;;
224;600.597;fgfcykkncmisnlvy;;Konz;2758,359168;182,0106353;3524,30604;;;;;;;;;
214;600.572;dovty;;Wilhelmsdorf;1888,167741;116,6784605;483,8063168;;;;;;;;;
224;600.572;dovty;;Aachen;817,4698655;577,3581651;1514,714668;;;;;;;;;
225;600.572;dovty;;Bonn;1664,075169;4630,538648;5798,165443;;;;;;;;;
233;600.572;dovty;;Thallwitz;5370,42486;1442,028877;325,5596791;;;;;;;;;
321;600.572;dovty;;Oldenburg;3734,082385;654,1200279;28,15121539;;;;;;;;;
331;600.572;dovty;;Gnarrenburg;1888,524875;504,4178646;746,8915791;;;;;;;;;
224;600.577;ifbumsoxkyk;;Frankfurt;154,1926562;2010,6243;1035,26945;;;;;;;;;
212;600.354;azznhhzqekufk;;Freiburg;240,1852785;1817,333406;3087,646862;;;;;;;;;
213;600.354;azznhhzqekufk;;Rhauderfehn;1347,133946;970,698848;807,3555692;;;;;;;;;
224;600.354;azznhhzqekufk;;Valencia;2523,475422;3057,92124;2201,93974;;;;;;;;;
101;600.344;xgfcfzknrmyfjq;;Terlano (BZ);8574,617024;6980,390045;195,3902848;;;;;;;;;
102;600.344;xgfcfzknrmyfjq;;Saulheim;1416,673031;466,8197885;338,52624;;;;;;;;;
111;600.344;xgfcfzknrmyfjq;;Langen;4908,072105;3196,77481;411,720147;;;;;;;;;
131;600.344;xgfcfzknrmyfjq;;Beilstein;629,558652;35,43504135;946,2732631;;;;;;;;;
224;600.344;xgfcfzknrmyfjq;;Essen;3330,283282;2366,651292;249,6322802;;;;;;;;;
231;600.344;xgfcfzknrmyfjq;;Recklinghausen;778,552727;26,42904293;1940,099125;;;;;;;;;
232;600.344;xgfcfzknrmyfjq;;Föhren;584,1817466;504,1117055;1294,192703;;;;;;;;;
234;600.344;xgfcfzknrmyfjq;;Halle;101,3848021;1816,503925;1743,807621;;;;;;;;;
331;600.345;knfxmlncrxhpevou;;Calberlah;3535,569841;4677,669662;4839,222452;;;;;;;;;
101;600.354;azznhhzqekufk;;Taschkent;3237,160553;340,8494257;6431,755541;;;;;;;;;
103;600.354;azznhhzqekufk;;Garding;73,90704694;1219,549759;2457,176257;;;;;;;;;
121;600.354;azznhhzqekufk;;Gera;1547,981167;27,80818421;2752,682349;;;;;;;;;
123;600.354;azznhhzqekufk;;Bielefeld;152,4049133;4278,679322;37,70980476;;;;;;;;;
211;600.439;gxvmtsutgx;;Bad Oeynhausen;1808,642853;3249,39989;1581,233693;;;;;;;;;
224;600.439;gxvmtsutgx;;Bergisch Gladbach;3155,78446;998,9145955;2617,469789;;;;;;;;;
301;600.439;gxvmtsutgx;;Hattingen;373,3269478;1100,388749;667,1403851;;;;;;;;;
311;600.439;gxvmtsutgx;;Brühl;2058,514059;87,58131704;815,9849522;;;;;;;;;
323;600.439;gxvmtsutgx;;Menden;1205,207206;2402,317218;1115,912478;;;;;;;;;
351;600.439;gxvmtsutgx;;Berg;967,0858166;2898,928888;341,3334865;;;;;;;;;
121;600.457;lsq;;Groß Hesepe;1075,830629;1812,04366;3266,561475;;;;;;;;;
311;600.457;lsq;;Dresden;3676,25843;7,6423683;1854,351277;;;;;;;;;
331;600.478;idr;;Seyssins;5890,215003;2833,745369;1039,442516;;;;;;;;;
161;600.491;gpvuoki;;Trier;14,07774721;643,3074517;1832,968314;;;;;;;;;
224;600.491;gpvuoki;;Bocholt;757,6694595;1737,259143;5850,78284;;;;;;;;;
311;600.491;gpvuoki;;Hamburg;125,4808044;2600,388072;2998,12801;;;;;;;;;
123;600.496;sthshvi;;Mücke;63,90492099;954,2058007;3425,516466;;;;;;;;;
181;600.496;sthshvi;;Hüde;5898,14957;657,7775916;33,71118497;;;;;;;;;
331;600.496;sthshvi;;Merzig;411,9224981;1938,359206;4057,883649;;;;;;;;;
214;600.275;s;;Lüneburg;606,3255912;5492,972722;1194,743087;;;;;;;;;
224;600.275;s;;Warendorf;3814,970363;239,7538724;5219,823978;;;;;;;;;
161;600.328;rutaihlujstpwqekrz;;Hattorf;1572,714966;1765,969936;1515,896757;;;;;;;;;
224;600.328;rutaihlujstpwqekrz;;Köln;1079,521197;2290,719378;512,9216647;;;;;;;;;
341;600.328;rutaihlujstpwqekrz;;Münster;109,4873111;242,6317596;403,5911185;;;;;;;;;
102;600.275;s;;Nürnberg;1193,207861;2991,484322;1399,220674;;;;;;;;;
111;600.275;s;;Salzgitter;4777,410827;169,5408447;6952,655134;;;;;;;;;
141;600.275;s;;Aachen;774,8229944;5293,138088;605,5630489;;;;;;;;;
224;600.174;jouaexzkwfdlpqnja;;Hilden;3086,665102;1286,271306;687,2801394;;;;;;;;;
331;600.174;jouaexzkwfdlpqnja;;Warendorf;868,2941189;834,6102067;688,0365624;;;;;;;;;
224;600.219;ddchhwa;;Ingolstadt;282,9654778;4753,123749;1905,002805;;;;;;;;;
161;600.222;venlnropjjbz;;Nürnberg;2794,721043;285,4642891;1397,692904;;;;;;;;;
224;600.222;venlnropjjbz;;Kerava;4034,234675;2655,629324;4453,415251;;;;;;;;;
331;600.243;acqg;;Glienicke;4124,609888;4660,389069;434,6706601;;;;;;;;;
131;453.000;zqkzedmgdjddqbroq;;Geilenkirchen;26,90934665;773,2394432;12,59906162;;;;;;;;;
225;453.000;zqkzedmgdjddqbroq;;Gronau;739,7265786;7351,762929;2245,267245;;;;;;;;;
234;453.000;zqkzedmgdjddqbroq;;Hannover;4377,300898;2281,077574;1793,425428;;;;;;;;;
331;453.000;zqkzedmgdjddqbroq;;Schwarzenbek;966,6673317;1022,130121;1207,756279;;;;;;;;;
224;600.031;uo;;Heppenheim;612,5821412;2012,268374;3326,78844;;;;;;;;;
225;600.031;uo;;Leipzig;987,8386389;3182,734335;3598,187814;;;;;;;;;
241;600.031;uo;;Westerburg;2250,171739;1524,195924;1661,528221;;;;;;;;;
321;600.031;uo;;Kayseri;1576,627644;190,6112628;850,2453245;;;;;;;;;
224;600.157;fmswvzqyhwrcaddg;;Köln;685,7340902;2949,738437;5057,544489;;;;;;;;;
351;600.031;uo;;München;653,7740265;3169,903867;4232,165107;;;;;;;;;
181;600.141;acmnqbamdn;;Stuttgart;4592,124712;994,9590049;739,3062649;;;;;;;;;
224;600.141;acmnqbamdn;;Hamburg;1551,238873;406,1075269;2013,694087;;;;;;;;;
341;452.773;kizywstyhgwi;;Frankfurt;7,586207644;132,5881064;6894,35132;;;;;;;;;
331;452.798;hlgemgyoewwjebyyel;;Moers;3664,416889;3415,376132;1021,400601;;;;;;;;;
224;452.638;bx;;Berlin;1082,848173;1421,281444;273,2578041;;;;;;;;;
331;452.638;bx;;Ratingen;1099,653083;531,5499259;3449,166491;;;;;;;;;
331;452.736;qpbpjereplgdxtu;;Kassel;259,067026;5399,000148;1656,861572;;;;;;;;;
331;452.741;hbd;;Zirndorf;2881,284037;3203,86409;97,54298145;;;;;;;;;
331;452.763;rczqmiazrqgj;;Cuxhaven;3325,538749;3577,909351;1789,823838;;;;;;;;;
201;450.144;nsknfapkdeytw;;Dortmund;1851,563329;250,2635722;885,0923396;;;;;;;;;
311;450.145;rxhkqanahjrzjzad;;Lingen;86,14250334;1516,071211;828,6829932;;;;;;;;;
331;452.664;notjpnxxtprxw;;Lippstadt;4539,470305;785,3700868;1923,62771;;;;;;;;;
311;452.671;ihfzrrki;;Hamburg;2239,91104;6348,890959;397,9457819;;;;;;;;;
331;452.675;nhlpplhbso;;Ahlden;98,01961375;277,5602718;2877,610023;;;;;;;;;
311;452.686;cgtjawhtravfddxxs;;Wolfenbüttel;356,2903185;4155,115663;1706,017245;;;;;;;;;
